text_id,span_text,label,start_char,end_char
text_10007,Департаменту захисту економіки Нацполіції,ORG,67,108
text_10007,Бережанська,PERS,111,122
text_10007,2018 рік,DATE,163,171
text_10007,10 червня цього року,DATE,186,206
text_10007,влітку минулого року,DATE,232,252
text_10008,Бережанська,PERS,15,26
text_10008,УЗЕ,ORG,51,54
text_10009,екс-чиновниці,JOB,30,43
text_10010,Департаменту захисту економіки НП України,ORG,14,55
text_10011,Бережанську,PERS,16,27
text_10011,КУпАП,DOC,62,67
text_10011,850 грн,MON,116,123
text_10012,31 липня 2018 року,DATE,11,29
text_10012,Прокуратура Херсонської області,ORG,30,61
text_10012,Управління СБУ,ORG,97,111
text_10012,заступницю голови,JOB,134,151
text_10012,Херсонського тервідділення,ORG,152,178
text_10012,Наталю Бережанську,PERS,179,197
text_10012,$4 тис,MON,218,224
text_10012,2 серпня,DATE,329,337
text_10012,Бережанській,PERS,338,350
text_10012,Того ж дня,DATE,375,385
text_10012,чиновниця,JOB,386,395
text_10012,ПП «Землемір»,ORG,466,479
text_10012,7 серпня,DATE,482,490
text_10012,Бережанська,PERS,491,502
text_10013,вересні минулого року,DATE,2,23
text_10013,екс-антимонопольницю,JOB,24,44
text_10013,147 тис. грн,MON,70,82
text_10014,липні цього року,DATE,16,32
text_10014,В'ячеслава Василенка,PERS,33,53
text_10014,Херсонське відділення Антимонопольного комітету,ORG,70,117
text_10014,Бережанської,PERS,136,148
text_10014,головою,JOB,162,169
text_10014,Житомирського територіального відділення АМКУ,ORG,170,215
text_10014,Головного управління Нацполіції у місті Києві,ORG,234,279
text_10014,Києва,LOC,405,410
text_10015,Голосіївського райсуду Києва,ORG,23,51
text_10015,6 лютого,DATE,56,64
text_10016,2015 року,PERIOD,57,66
text_10016,СВКП «Київводфонд»,ORG,82,100
text_10016,Департаменту житлово-комунальної інфраструктури КМДА,ORG,101,153
text_10016,ТОВ «Будівельна компанія «Капіталбуд»,ORG,198,235
text_10016,ТОВ «Лідер Сервіс Плюс»,ORG,238,261
text_10016,ТОВ «Гідро Про Інжиніринг»,ORG,264,290
text_10016,ТОВ «Анпрайм – Збут»,ORG,293,313
text_10016,15 млн грн,MON,370,380
text_10017,Київводфондом,ORG,61,74
text_10017,Києва,LOC,267,272
text_10018,січні 2016 року,DATE,41,56
text_10018,6 лютого 2018 року,DATE,59,77
text_10018,Київводфонду,ORG,180,192
text_10019,Північного офісу Державної аудиторської служби України,ORG,46,100
text_10019,12.02.2018 до 02.03.2018,PERIOD,112,136
text_10020,Засновником,JOB,2,13
text_10020,директором,JOB,16,26
text_10020,ТОВ «Будівельна компанія «Капіталбуд»,ORG,27,64
text_10020,Усман Кадиров,PERS,75,88
text_10020,Узбекистану,LOC,91,102
text_10020,2015 році,DATE,107,116
text_10020,Ігорю Килименку,PERS,132,147
text_10021,Засновниками,JOB,2,14
text_10021,ТОВ «Лідер Сервіс Плюс»,ORG,15,38
text_10021,Юлія Лазебна,PERS,41,53
text_10021,Києва,LOC,56,61
text_10021,Борислав Савчук,PERS,64,79
text_10021,Чернівецької області,LOC,82,102
text_10021,Директором,JOB,105,115
text_10021,Василь Федоришин,PERS,124,140
text_10022,Засновниками,JOB,2,14
text_10022,ТОВ «Гідропро Інжиніринг»,ORG,15,40
text_10022,Наталія Петрова,PERS,43,58
text_10022,Кирило Щіпакін,PERS,61,75
text_10022,Черкас,LOC,78,84
text_10023,директором,JOB,11,21
text_10023,100 грн,MON,56,63
text_10024,Засновниками,JOB,2,14
text_10024,ТОВ «Анпрайм – Збут»,ORG,15,35
text_10024,Андрій Осауленко,PERS,38,54
text_10024,Наталія Прокопенко,PERS,57,75
text_10024,Києва,LOC,78,83
text_10024,АМКУ,ORG,89,93
text_10024,2 листопада,DATE,98,109
text_10024,рітейлерами,JOB,124,135
text_10024,Комітет,ORG,205,212
text_10024,COVID-19,MISC,277,285
text_10025,Ліга антитрасту,ART,20,35
text_10026,березні,PERIOD,2,9
text_10027,рітейлерів,JOB,16,26
text_10028,Київське відділення АМКУ,ORG,23,47
text_10028,постачальниками,JOB,85,100
text_10029,Novus,ORG,22,27
text_10029,Ашан,ORG,30,34
text_10029,Metro Cash & Carry Ukraine,ORG,37,63
text_10029,Сільпо,ORG,66,72
text_10029,Billa,ORG,75,80
text_10029,АТБ-Маркет,ORG,83,93
text_10029,Varus,ORG,96,101
text_10029,Еко маркет,ORG,104,114
text_10029,Велика Кишеня,ORG,117,130
text_10029,Велмарт,ORG,133,140
text_10030,АМКУ,ORG,22,26
text_10030,операторами,JOB,159,170
text_10031,10%,PCT,78,81
text_10032,кілька днів,PERIOD,6,17
text_10032,АМКУ,ORG,46,50
text_10032,рітейлерам,JOB,72,82
text_10032,постачальників,JOB,140,154
text_10032,2 листопада,DATE,209,220
text_10032,АМКУ,ORG,221,225
text_10032,оператори,JOB,242,251
text_10032,0%,PCT,342,344
text_10034,рітейлерів,JOB,50,60
text_10035,рітейлери,JOB,85,94
text_10035,період пандемії,PERIOD,119,134
text_10037,Антимонопольний комітет,ORG,20,43
text_10038,АМКУ,ORG,63,67
text_10038,Лізі антитрасту,ART,152,167
text_10038,Львівського тервідділення АМКУ,ORG,195,225
text_10038,Агролеон-Захід,ORG,262,276
text_10038,Аква-Біл,ORG,284,292
text_10038,136 тис грн.,MON,306,318
text_10039,Наші гроші. Львів,ART,18,35
text_10039,АМКУ,ORG,59,63
text_10040,Наші гроші. Львів,ART,13,30
text_10040,Львівська філія Державної наукової установи «Український науково-дослідний інститут прогнозування та випробування техніки і технологій для сільськогосподарського виробництва ім. Л. Погорілого»,ORG,34,226
text_10040,мільйон гривень,MON,265,280
text_10041,Агролеон-Захід,ORG,28,42
text_10041,Галина Кобрин,PERS,50,63
text_10041,50%,PCT,66,69
text_10041,Іван Гевак,PERS,75,85
text_10041,50%,PCT,88,91
text_10042,ПП «Аква-Біл»,ORG,16,29
text_10042,Івану Геваку,PERS,53,65
text_10042,30%,PCT,68,71
text_10042,Любомиру Потоцькому,PERS,75,94
text_10042,30%,PCT,97,100
text_10042,Богдану Бречко,PERS,106,120
text_10042,40%,PCT,123,126
text_10043,ЗУ «Про публічні закупівлі»,MISC,10,37
text_10043,засновником,JOB,109,120
text_10043,25%,PCT,138,141
text_10045,журналістами,JOB,13,25
text_10045,експерти,JOB,32,40
text_10045,ГО «Центр громадського моніторингу та досліджень»,ORG,41,90
text_10045,Держаудитслужбу,ORG,105,120
text_10045,АМКУ,ORG,124,128
text_10046,Держаудитслужби,ORG,14,29
text_10046,АМКУ,ORG,88,92
text_10046,червні 2017-го,DATE,95,109
text_10046,ПП «Агролеон Захід»,ORG,171,190
text_10046,ПП «Аква-Біл»,ORG,194,207
text_10047,АМКУ,ORG,19,23
text_10048,наступних трьох років,PERIOD,68,89
text_10048,Генеральна прокуратура України,ORG,90,120
text_10048,Укрзалізниці,ORG,180,192
text_10048,950 тис грн,MON,241,252
text_10049,Уніан,ORG,18,23
text_10050,Єдиного реєстру досудових розслідувань,ORG,3,41
text_10050,Кримінального кодексу України,MISC,106,135
text_10051,Адвокатською фірмою «Пукшин і Партнери,ORG,25,63
text_10051,17 червня 2014 року,DATE,78,97
text_10052,Держфініспеція,ORG,30,44
text_10052,Укрзалізниці,ORG,76,88
text_10052,минулого року,DATE,89,102
text_10053,Наших Грошей,ORG,39,51
text_10054,Укрзалізниці,ORG,2,14
text_10054,Господарському суді м. Києва,ORG,58,86
text_10054,Антимонопольного комітету,ORG,90,115
text_10054,Залізничники,JOB,118,130
text_10054,АМКУ,ORG,167,171
text_10054,спрві №136-26.386-12 від 03.06.2014 №321-p,DOC,174,216
text_10055,Акту прийому наданих послуг від 30.09.2014 р,DOC,14,58
text_10055,АМКУ,ORG,135,139
text_10056,950 тис грн,MON,23,34
text_10057,АМКУ,ORG,52,56
text_10058,Укрзалізниці,ORG,30,42
text_10060,начальника юридичного управління,JOB,56,88
text_10060,Укрзалізниці,ORG,89,101
text_10060,О. М. Тітова,PERS,102,114
text_10060,гендиректора,JOB,123,135
text_10060,Б. Я. Остап'юка,PERS,136,151
text_10062,ДФІ,ORG,13,16
text_10062,начальника управління,JOB,46,67
text_10063,Пукшин і Партнери,ORG,11,28
text_10063,Ігор Пукшин,PERS,41,52
text_10063,Олександр Баулін,PERS,55,71
text_10063,Павло Єльник,PERS,74,86
text_10063,Ігор Пукшин,PERS,89,100
text_10063,2004 році,DATE,103,112
text_10063,адвокатів,JOB,126,135
text_10064,Помаранчевої революції,MISC,37,59
text_10065,2006-2009 рр,PERIOD,2,14
text_10065,Пукшин,PERS,17,23
text_10065,заступником голови,JOB,33,51
text_10065,Секретаріату президента Ющенка,ORG,52,82
text_10065,ДП «НАЕК «Енергоатом»,ORG,83,104
text_10065,ТОВ «Кабельтехпостач»,ORG,123,144
text_10065,80-230%,PCT,159,166
text_10066,ухвала Печерського райсуду м. Києва від 9 лютого,DOC,16,64
text_10067,слідчих,JOB,11,18
text_10067,Генпрокуратури,ORG,19,33
text_10067,2011-2015 рр.,PERIOD,38,51
text_10067,ДП «НАЕК «Енергоатому»,ORG,81,103
text_10068,ТОВ «Кабельтехпостач»,ORG,29,50
text_10069,80-230%,PCT,37,44
text_10069,ДП «НАЕК «Енергоатом»,ORG,77,98
text_10069,"13,2 млн. грн",MON,107,120
text_10070,слідчі,JOB,6,12
text_10070,ГПУ,ORG,13,16
text_10070,Кабельтехпостачу,ORG,55,71
text_10070,ТОВ «Крок -ГТ»,ORG,179,193
text_10071,слідчому,JOB,17,25
text_10071,ГПУ,ORG,26,29
text_10071,Крок-ГТ,ORG,52,59
text_10071,Кабельтехпостач,ORG,74,89
text_10071,Кримінальне провадження №42014000000000523,DOC,133,175
text_10071,червні 2014 року,DATE,195,211
text_10072,слідчі,JOB,6,12
text_10072,Генпрокуратури,ORG,13,27
text_10072,півтора роки,PERIOD,39,51
text_10072,Кабельтехпостачу,ORG,83,99
text_10073,Наші гроші,ART,9,19
text_10073,Енергоатом,ORG,38,48
text_10073,Кабельтехпостачу,ORG,68,84
text_10074,4 червня 2014 р,DATE,44,59
text_10075,Віснику держзакупівель,ART,4,26
text_10075,Кабельтехпостач,ORG,61,76
text_10075,2011 року,DATE,83,92
text_10075,"334,19 млн грн",MON,96,110
text_10076,Кабельтехпостач,ORG,2,17
text_10076,Блаблаком ЛЛС,ORG,46,59
text_10076,Сент- Кітс і Невіс,LOC,74,92
text_10077,2012 року,DATE,3,12
text_10077,Олексій Соловйов,PERS,39,55
text_10078,ТОВ «Бартон ЛТД»,ORG,35,51
text_10078,Луганськ,LOC,54,62
text_10078,ТОВ «Просте рішення»,ORG,66,86
text_10078,Харків,LOC,89,95
text_10078,ТОВ «ВКФ Лідер-1»,ORG,99,116
text_10080,засновника,JOB,15,25
text_10080,директором,JOB,52,62
text_10080,Потинге Василє Павлович,PERS,83,106
text_10080,Роман Сміяненко,PERS,107,122
text_10080,в. о. начальника,JOB,128,144
text_10080,Служби автомобільних доріг у Чернігівській області,ORG,145,195
text_10080,16 грудня 2019 р,DATE,196,212
text_10081,Укравтодору,ORG,10,21
text_10081,Сміяненко,PERS,38,47
text_10082,Сміяненка,PERS,27,36
text_10082,ТОВ «Завод» Емко»,ORG,39,56
text_10082,Сміяненка,PERS,145,154
text_10082,Юрій та Наталія Козубенки,PERS,155,180
text_10083,Сміяненко,PERS,6,15
text_10083,нардепа,JOB,33,40
text_10083,Миколи Колісника,PERS,54,70
text_10084,Сміяненко,PERS,6,15
text_10084,директором,JOB,20,30
text_10084,ТОВ «Торговий дім «Будівельні системи»,ORG,31,69
text_10085,2019,DATE,16,20
text_10085,Сміяненко,PERS,21,30
text_10085,"12,9 тис грн",MON,44,56
text_10085,ТОВ «Веб-інтеграція»,ORG,78,98
text_10085,САД,ORG,121,124
text_10085,співзасновником,JOB,133,148
text_10086,ТОВ «Торговий дім «Електрокомплект»,ORG,38,73
text_10087,2019 рік,DATE,16,24
text_10087,Сміяненко,PERS,25,34
text_10087,"1,5 млн гривень",MON,96,111
text_10087,2020 році,DATE,208,217
text_10088,Ірина Сміяненко,PERS,8,23
text_10088,ТОВ «Завод «Емко»,ORG,42,59
text_10088,ПП «Аудиторська фірма «Едвайс»,ORG,72,102
text_10088,керівницею,JOB,105,115
text_10088,Наталія,PERS,136,143
text_10089,2016 року,DATE,2,11
text_10089,Ірина,PERS,12,17
text_10089,2019 рік,DATE,74,82
text_10089,"1,3 млн гривень",MON,99,114
text_10090,Ігор Сміяненко,PERS,7,21
text_10090,народний депутат,JOB,25,41
text_10090,ПАТ «Арселорміттал Кривий Ріг»,ORG,69,99
text_10090,директором,JOB,114,124
text_10090,ПрАТ «Макіївський металургійний завод»,ORG,125,163
text_10091,Іриною,PERS,25,31
text_10091,засновниками,JOB,34,46
text_10091,ТОВ «Телерадіокомпанія «Лен»,ORG,47,75
text_10092,Дмитро Сміяненко,PERS,5,21
text_10092,директором,JOB,26,36
text_10092,ТОВ «Домнасервівс»,ORG,37,55
text_10092,Ріната Ахметова,PERS,66,81
text_10092,2018,DATE,90,94
text_10092,ТОВ «Енергоатіс»,ORG,113,129
text_10093,Сміяненко,PERS,7,16
text_10093,Сміяненко,PERS,112,121
text_10093,Києві,LOC,142,147
text_10093,70 квадратів,QUANT,155,167
text_10093,Козині,LOC,213,219
text_10094,Ірина Сміяненко,PERS,8,23
text_10094,2006 року,DATE,26,35
text_10094,Білогородці,LOC,72,83
text_10094,Господарський суд Дніпропетровської області,ORG,84,127
text_10094,Дніпропетровській райдержадміністрації,ORG,137,175
text_10094,"6,99 га",QUANT,191,198
text_10094,Кіровське,LOC,230,239
text_10094,Дніпропетровськом,LOC,281,298
text_10095,19 квітня,DATE,33,42
text_10096,ПП «Метида»,ORG,52,63
text_10096,27 липня 2007 року,DATE,85,103
text_10097,ПП «Метида»,ORG,36,47
text_10098,"4,5 тис грн.",MON,24,36
text_10098,рік,PERIOD,40,43
text_10098,160 тис грн.,MON,89,101
text_10099,господарського суду Дніпропетровської області,ORG,54,99
text_10099,2006,DATE,100,104
text_10099,2007 років,DATE,107,117
text_10100,49 років,PERIOD,31,39
text_10100,"9,39 га",QUANT,55,62
text_10100,"6,99 га",QUANT,104,111
text_10101,прокурор,JOB,30,38
text_10101,липні 2012 року,DATE,143,158
text_10101,Дніпропетровського апеляційного адмінсуду,ORG,185,226
text_10102,Дніпропетровської РДА,ORG,77,98
text_10102,РДА,ORG,153,156
text_10102,Госпсуд Дніпропетровської області,ORG,184,217
text_10102,Метиди,ORG,236,242
text_10102,голови,JOB,322,328
text_10102,Дніпропетровської РДА,ORG,329,350
text_10102,РДА,ORG,421,424
text_10103,ПП «Метида»,ORG,10,21
text_10103,2007-му,DATE,24,31
text_10103,Дмитро Деглін,PERS,36,49
text_10103,2008-му,DATE,60,67
text_10103,Оксана Уріх,PERS,76,87
text_10103,Дмито Деглін,PERS,90,102
text_10103,Євгеном Уріхом,PERS,132,146
text_10103,2010 році,DATE,174,183
text_10103,"24,97 млн грн.",MON,203,217
text_10103,Дніпропетровську,LOC,254,270
text_10104,2006-2007 роках,PERIOD,2,17
text_10104,Дніпропетровську РДА,ORG,18,38
text_10104,Віктор Шинкевич,PERS,48,63
text_10104,депутатом,JOB,78,87
text_10104,Дніпропетровської облради,ORG,88,113
text_10104,Партії регіонів,ORG,118,133
text_10105,Кіровське,LOC,19,28
text_10105,Дніпропетровськом,LOC,33,50
text_10106,Шинкевичем,PERS,25,35
text_10106,Вищий господарський суд України,ORG,90,121
text_10106,ТОВ «Іллінецький торговий дом»,ORG,139,169
text_10106,10 га,QUANT,185,190
text_10106,150 метрів,QUANT,211,221
text_10106,Чорного моря,LOC,226,238
text_10106,Новофедорівкою,LOC,243,257
text_10106,Сакському районі Криму,LOC,260,282
text_10107,28 травня,DATE,30,39
text_10108,"2,07 млн грн.",MON,37,50
text_10108,Державна інспекція сільського господарства в АРК,ORG,72,120
text_10109,Сакська міжрайонна прокуратура,ORG,32,62
text_10110,10.09.2010,DATE,48,58
text_10110,Сакською райдержадміністрацією,ORG,63,93
text_10110,ТОВ «Іллінецький торговий дом»,ORG,96,126
text_10110,господарського суду АРК,ORG,159,182
text_10110,05.07.2010,DATE,187,197
text_10111,січні цього року,DATE,25,41
text_10111,Севастопольським апеляційним госпсудом,ORG,42,80
text_10112,прокурор,JOB,12,20
text_10113,Держінспекція сільського господарства,ORG,75,112
text_10113,Апеляційний суд,ORG,240,255
text_10113,Сакській РДА,ORG,312,324
text_10114,Іллінецькому торговому дому,ORG,60,87
text_10116,Держінспекції сільського господарства,ORG,75,112
text_10117,ВГСУ,ORG,7,11
text_10118,госпсуду АРК,ORG,69,81
text_10119,10 га,QUANT,20,25
text_10119,Оріхівської сільради,ORG,57,77
text_10119,49 років,PERIOD,107,115
text_10120,ТОВ «Іллінецький торговий дом»,ORG,11,41
text_10120,Валерій Черноконь,PERS,44,61
text_10120,директором комунального підприємства,JOB,107,143
text_10120,Водолій,ORG,146,153
text_10120,Оріхівської сільради,ORG,156,176
text_10120,Леонід Копичинський,PERS,179,198
text_10120,Катерина Сітнікова,PERS,201,219
text_10120,депутат,JOB,222,229
text_10120,Уманської міськради,ORG,230,249
text_10120,Батьківщини,ORG,256,267
text_10120,Сергій Семененко,PERS,270,286
text_10120,50%,PCT,315,318
text_10120,Кіровоградська міська рада,ORG,319,345
text_10120,ФОП,JOB,362,365
text_10120,Качаненко Наталії Вікторівні,PERS,366,394
text_10120,"1,91 га",QUANT,427,434
text_10120,"2,34 млн грн",MON,447,459
text_10121,депутати,JOB,19,27
text_10121,30 березня,DATE,46,56
text_10122,"вул. Олександрійській, 87",LOC,69,94
text_10123,серпні 2015 року,DATE,2,18
text_10123,Качаненко,PERS,19,28
text_10123,"21,56 тис грн",MON,64,77
text_10124,підприємець,JOB,15,26
text_10124,п'ять років,PERIOD,50,61
text_10124,депутати,JOB,68,76
text_10124,року,PERIOD,107,111
text_10125,одного квадратного метра,QUANT,9,33
text_10125,Качаненко,PERS,51,60
text_10125,"122,3 грн",MON,102,111
text_10127,"201,18 грн",MON,81,91
text_10127,кв м,QUANT,96,100
text_10127,Наталія Качаненко,PERS,103,120
text_10127,Ленінської райради міста Кіровограда,ORG,166,202
text_10127,Рідне місто,ORG,227,238
text_10128,"вул. Олександрійська, 87",LOC,11,35
text_10128,Наталія Качаненко,PERS,39,56
text_10128,ТОВ «Оптсервіс-Ойл»,ORG,91,110
text_10128,Сергію,PERS,142,148
text_10128,Ірині Качаненкам,PERS,158,174
text_10128,ТОВ «Маст-Ойл»,ORG,180,194
text_10130,Сергій Качаненко,PERS,12,28
text_10130,ТОВ «Золотий колос – 2012»,ORG,41,67
text_10130,Новгородківському р-ні,LOC,85,107
text_10130,Тарасівка,LOC,113,122
text_10130,"вул. Шкільна, 11",LOC,125,141
text_10131,Еліт-Агро 2015,ORG,113,127
text_10132,директором,JOB,5,15
text_10132,Качаненків,PERS,50,60
text_10132,Качаненко Антон Сергійович,PERS,63,89
text_10132,депутати,JOB,142,150
text_10132,Новгородківської районної ради,ORG,151,181
text_10132,БПП «Солідарність»,ORG,186,204
text_10133,Тарасівці,LOC,2,11
text_10133,Качаненко,PERS,49,58
text_10133,ТОВ «Кримський»,ORG,61,76
text_10134,керівника,JOB,8,17
text_10134,Сергія Качаненка,PERS,30,46
text_10134,липні 2014 року,DATE,49,64
text_10135,"25,5 тис грн",MON,34,46
text_10135,ТОВ «Компанія «Зевс ЛТД»,ORG,47,71
text_10135,керівникам,JOB,94,104
text_10135,ДНР,LOC,105,108
text_10135,Росії,LOC,137,142
text_10136,Рівненського міського суду Рівненської області,ORG,23,69
text_10136,Слідчі,JOB,72,78
text_10136,серпні-грудні 2015 року,PERIOD,96,119
text_10136,Компанія «Зевс ЛТД,ORG,122,140
text_10136,ДНР,LOC,218,221
text_10136,"1,5 тис. тонн",QUANT,251,264
text_10136,100 млн грн,MON,281,292
text_10137,бойовик,JOB,35,42
text_10137,2 батальйону 2 бригади НВФ «Оплот»,ORG,43,77
text_10137,ДНР,LOC,78,81
text_10137,начальник підрозділу розвідки,JOB,84,113
text_10137,Кусок,PERS,128,133
text_10137,міністр економічного розвитку,JOB,137,166
text_10137,ДНР,LOC,167,170
text_10137,заступник,JOB,178,187
text_10138,Компанія «Зевс ЛТД,ORG,20,38
text_10138,500 млн російських рублів,MON,50,75
text_10139,Москви,LOC,29,35
text_10139,України,LOC,67,74
text_10139,Донецька,LOC,77,85
text_10139,Луганська обл,LOC,88,101
text_10139,АР Крим,LOC,105,112
text_10140,Зевс ЛТД,ORG,17,25
text_10140,Арс,ORG,74,77
text_10140,Ніка,ORG,83,87
text_10140,Некст,ORG,94,99
text_10141,Арс,ORG,8,11
text_10141,2012 року,DATE,16,25
text_10141,Яшутіну Ігорю Васильовичу,PERS,35,60
text_10142,Ніка,ORG,8,12
text_10143,Некст,ORG,12,17
text_10143,Зибінов Олександр В'ячеславович,PERS,30,61
text_10143,Кацман Семен Маркович,PERS,64,85
text_10143,30 вересня 2015 р.,DATE,88,106
text_10143,Укрінтеренерго,ORG,109,123
text_10143,Семена Кацмана,PERS,193,207
text_10143,Русснефтедобыча,ORG,212,227
text_10145,Русснефтедобыча,ORG,8,23
text_10145,квітні 2014 р.,DATE,42,56
text_10145,"Тверському бульварі, 18",LOC,60,83
text_10145,Москві,LOC,86,92
text_10145,Империя,ORG,121,128
text_10146,Зевс ЛТД,ORG,11,19
text_10146,Дубно,LOC,41,46
text_10146,Рівненської області,LOC,47,66
text_10146,Засновниками,JOB,69,81
text_10146,Костянтин Сенюков,PERS,96,113
text_10146,Світлана Ланчук,PERS,116,131
text_10147,Укрінтеренерго,ORG,13,27
text_10147,Arida Global Ltd,ORG,73,89
text_10147,Віктора Медведчука,PERS,116,134
text_10148,Медведчук,PERS,9,18
text_10148,спеціальним представником України з гуманітарних питань,JOB,21,76
text_10148,Донбасі,LOC,139,146
text_10148,Черкаське територіальне відділення АМКУ,ORG,147,186
text_10148,підприємця,JOB,199,209
text_10148,Аллу Ворошилову,PERS,210,225
text_10148,ТОВ «Уманська дорожньо-будівельна компанія»,ORG,229,272
text_10148,68 тис. грн,MON,284,295
text_10148,Джулинської сільради,ORG,330,350
text_10149,Відділення,ORG,24,34
text_10149,9 липня,DATE,39,46
text_10150,підприємиці,JOB,30,41
text_10150,Ворошилової,PERS,42,53
text_10150,ТОВ «Уманська дорожньо-будівельна компанія»,ORG,57,100
text_10150,УДБК,ORG,104,108
text_10150,Закону «Про публічні закупівлі»,DOC,187,218
text_10151,підприємцеві,JOB,28,40
text_10151,Аветяну Арі,PERS,43,54
text_10152,Черкаського ОТВ АМКУ,ORG,41,61
text_10153,Директором,JOB,2,12
text_10153,50%,PCT,26,29
text_10153,ТОВ «УДБК»,ORG,47,57
text_10153,Сергій Ворошилов,PERS,60,76
text_10153,підприємиці,JOB,87,98
text_10153,Алли Ворошилової,PERS,99,115
text_10154,50%,PCT,3,6
text_10154,Олексій Кашич,PERS,26,39
text_10154,Ольга Кашич,PERS,315,326
text_10155,антимонопольники,JOB,41,57
text_10156,34 тис. грн,MON,23,34
text_10157,три роки,PERIOD,9,17
text_10157,Ворошилова,PERS,21,31
text_10157,ТОВ «УДБК»,ORG,37,47
text_10158,2016 року,DATE,13,22
text_10158,Черкаське ОТВ АМКУ,ORG,23,41
text_10158,Юлія Чемич,PERS,49,59
text_10159,липня 2015 року,DATE,17,32
text_10159,начальника відділу,JOB,49,67
text_10159,Управління розслідувань Центрального апарату,ORG,128,172
text_10159,літа 2017 року,DATE,176,190
text_10159,Краматорську,LOC,214,226
text_10159,ТОВ «Юмвоса»,ORG,234,246
text_10159,ПрАТ «АТП-11410»,ORG,250,266
text_10160,Наші гроші. Регіон,ART,22,40
text_10161,2012 році,DATE,43,52
text_10161,Головою конкурсної комісії,JOB,109,135
text_10161,заступник міського голови,JOB,145,170
text_10161,Андрій Безсонній,PERS,171,187
text_10161,керівником,JOB,213,223
text_10161,АТП-11410,ORG,226,235
text_10162,ПрАТ «АТП-11410»,ORG,165,181
text_10162,Краматорську,LOC,198,210
text_10163,31%,PCT,27,30
text_10163,Сергій Близнюк,PERS,60,74
text_10163,міністра ЖКГ,JOB,92,104
text_10163,губернатора,JOB,108,119
text_10163,Донеччини,LOC,120,129
text_10163,Анатолія Близнюка,PERS,130,147
text_10164,29%,PCT,3,6
text_10164,Ганадо тред інк,ORG,25,40
text_10164,Антильських островів,LOC,45,65
text_10165,Близнюків,PERS,23,32
text_10165,Старокраматорський машинобудівний завод,ORG,88,127
text_10165,17%,PCT,130,133
text_10165,АТП-11410,ORG,142,151
text_10165,керівник,JOB,162,170
text_10165,Сергій Дубовий,PERS,184,198
text_10166,народний депутат,JOB,45,61
text_10166,Максим Єфімов,PERS,87,100
text_10166,Раду,ORG,123,127
text_10166,Краматорську,LOC,154,166
text_10166,ТОВ «Юмвоса»,ORG,169,181
text_10166,Краматорську,LOC,204,216
text_10167,375 грн,MON,54,61
text_10168,Володимир Рогоза,PERS,42,58
text_10169,ТОВ «Юмвоса»,ORG,9,21
text_10169,Близнюка,PERS,137,145
text_10170,Наших грошей,ART,29,41
text_10170,генерального прокурора,JOB,117,139
text_10170,Віктора Пшонки,PERS,140,154
text_10172,Краматорськ,LOC,11,22
text_10172,Донецької області,LOC,47,64
text_10173,Донецька облдержадміністрація,ORG,14,43
text_10173,губернатора,JOB,51,62
text_10173,Павла Жебрівського,PERS,63,81
text_10173,КП «Житлобудінвест-УКБ»,ORG,186,209
text_10174,КМДА,ORG,31,35
text_10174,17 квітня,DATE,40,49
text_10176,Міністерству оборони,ORG,67,87
text_10178,КМДА,ORG,39,43
text_10178,Кабміну,ORG,86,93
text_10178,18 березня,DATE,98,108
text_10178,2015 році,DATE,139,148
text_10180,Міністерству оборони,ORG,19,39
text_10180,850 млн грн,MON,49,60
text_10181,Міністерства оборони,ORG,40,60
text_10181,Києву,LOC,155,160
text_10181,Київській міській держадміністрації,ORG,163,198
text_10182,Житлоінвестбуд,ORG,2,16
text_10183,КП,ORG,8,10
text_10184,Житлоінвестбуд,ORG,2,16
text_10184,від його створення й по сьогодні,PERIOD,19,51
text_10184,В'ячеслав Непоп,PERS,68,83
text_10184,депутат,JOB,93,100
text_10184,Київради,ORG,101,109
text_10185,2008-2013 р. р.,PERIOD,13,28
text_10185,Непопа,PERS,46,52
text_10185,Житлоінвестбуду,ORG,63,78
text_10185,"1,018 млрд грн.",MON,98,113
text_10185,ТОВ «КЖБК»,ORG,241,251
text_10185,ТОВ «Азур Груп»,ORG,254,269
text_10185,Непопом,PERS,324,331
text_10185,бізнес-партнером,JOB,347,363
text_10185,Михайлом Голицею,PERS,364,380
text_10185,депутатом,JOB,397,406
text_10185,Київради,ORG,407,415
text_10185,екс-очільником,JOB,418,432
text_10185,Управління будівництва та житлового забезпечення КМДА,ORG,433,486
text_10185,Київміськбуду,ORG,492,505
text_10185,Нещодавно,DATE,509,518
text_10185,Житлоінвестбуду,ORG,593,608
text_10185,березні,DATE,614,621
text_10185,Азур Груп,ORG,624,633
text_10185,31 млн грн.,MON,644,655
text_10186,ДП «Укрхімтрансаміак»,ORG,35,56
text_10186,НКРЕКП,ORG,108,114
text_10187,13 лютого,DATE,32,41
text_10187,Державне підприємство «Укрхімтрансаміак»,ORG,44,84
text_10187,влітку 2014 року,DATE,185,201
text_10188,"Національна комісія, що здійснює державне регулювання у сферах енергетики та комунальних послуг",ORG,33,128
text_10188,НКРЕКП,ORG,131,137
text_10188,Антимонопольний комітет,ORG,143,166
text_10189,Укрхімтрансаміак,ORG,2,18
text_10191,НКРЕКП,ORG,29,35
text_10191,Укрхімтрансаміак,ORG,45,61
text_10192,АМКУ,ORG,75,79
text_10193,Комісія,ORG,59,66
