text_id,text
text_10507,"У вересні 2013 р. Кобринчук вийшов із фракції ВО «Батьківщина» та разом ще з кількома депутатами від « Батьківщини » і « Фронту змін » долучився до депутатської групи « Патріоти Волині », яку очолив Степан Івахів , обраний від « Партії регіонів ». Управління культури і мистецтв Запорізької міської ради за результатами тендеру 1 лютого уклало угоду з ТОВ «Охоронний холдінг» на надання охоронних послуг вартістю 195 тис грн ."
text_10508,Про це повідомляють « Наші гроші. Запоріжжя » з посиланням на « Вісник державних закупівель ».
text_10509,"Фірма має протягом року надавати послуги централізованої охорони і технічного обслуговування систем охоронної та пожежної сигналізації, цілодобового пожежного спостереження в адмінприміщеннях управління та підпорядкованих бібліотеках."
text_10510,До грудня 2012 р. власником « Охоронного холдінгу » був екс-нардеп « Партії регіонів » Станіслав Мельник .
text_10511,У 2000-х рр. він очолював ЗАТ «Люкс» з групи Ріната Ахметова .
text_10512,"Потім « Охоронний холдинг » був перереєстрований на Дмитра Ніколєнка та Олександра Москаленка з Новоазовська , Донецької області ."
text_10513,Фірма також змінила прописку з донецької на київську. Ніколєнко раніше працював заступником начальника Управління Державної служби охорони при ГУМВС України в Донецькій обл . Нині співзасновником замість Ніколєнка є киянин Анатолій Клюцківський .
text_10514,"Як повідомляли» Наші гроші », група Ахметова почала переводити свої активи під опіку « Охоронного холдінгу » з весни 2014 року , коли на Донбасі почались бойові дії."
text_10515,"Для прикладу, в травні 2015 року « Охоронний холдінг » отримав підряд від ПАТ «ДТЕК Дніпроенерго» на охорону об'єктів у Дніпропетровській та Запорізькій областях та забезпечення пропускного режиму на суму 30,12 млн. грн ."
text_10516,"Власниками « ДТЕК Дніпроенерго » є Фонд держмайна ( 25% ), а також « DTEK energy b. v. »"
text_10517,"( Нідерланди , 44% ) і « DTEK Holdings Limited » ( Кіпр , 25% ) Ріната Ахметова ."
text_10518,"Нагадаємо, восени минулого року мером Запоріжжя було обрано Володимира Буряка , який до цього працював головний інженером металургійного комбінату « Запоріжсталь », також з групи Ахметова ."
text_10519,"Після цього інших працівників комбінату почали призначати на керуючі посади в місті. Департамент капітального будівництва Одеської облдержадміністрації має виплатити ПП «Ремерцентр» 51,03 млн грн штрафних санкцій за невиконання рішення суду по сплаті 149,21 млн грн боргу."
text_10520,Про це свідчить постанова Вищого госпсуду від 18 травня .
text_10521,У липні 2010 року Головне управління капбудівництва Одеської ОДА уклало з ПП «Ремерцентр» договір на проведення першочергових робіт з будівництва системи відводу стічних вод від станції біологічної очистки « Північна » в м. Одесі на об'єкті « Глибоководний випуск ».
text_10522,"У 2014 році генпідрядник через суд стягнув з ОДА 119,49 млн грн заборгованості за виконані у 2010-2011 рр роботи по об'єкту, а також 19,72 млн грн інфляційних збитків і 10 млн грн 3% річних."
text_10523,"У зв'язку з невиплатою встановленої судом суми « Ремерцентр » у серпні 2015 року звернувся до суду з вимогою виплати йому 118,82 млн грн штафних санкцій за період з 11.12.2014 по 18.11.2015 ."
text_10524,"Суди усіх трьох інстанцій задовольнили цей позов частково, стягнувши з Департаменту капбудівництва 3,37 млн грн 3% річних і 47,66 млн грн інфляційних втрат."
text_10525,"При цьому вони відмовилися стягнути 35,79 млн грн пені і 21,88 млн грн відсотків, оскільки це не було передбачено договором підряду."
text_10526,"Нагадаємо, що « Ремерцентр » раніше також стягнув Департаменту розвитку інфраструктури та житлово-комунального господарства Одеської ОДА 108,92 млн гр н заборгованості за виконання робіт з будівництва системи відводу стічних вод від станції біологічної очистки « Північна » в Одесі на об'єкті « Глибоководний випуск ». ДФІ виявила значні завищення вартості робіт на станції очистки « Північна »."
text_10527,"Засновником ПП «Ремерцентр» є ТОВ «Інкор-Групп» , директором якої є екс-депутат Одеської міськради ( 1994-2010 ) Руслан Тарпан ."
text_10528,Протягом 2005-2008 років Тарпан був директором « Ремерцентру ».
text_10529,"Засновником « Інкор-Групп » значиться « Yadrot Industries AG » ( Швейцарія ), бенефіціарним власником якої вказаний швейцарець Вінклер Томас Рольф Вищий адмінсуд відмовився зобов'язати Київську облдержадміністрацію і Макарівську райдержадміністрацію надати фізособі дозвіл на приватизацію лісової ділянки в межах Гавронщинської сільської ради ."
text_10530,Про це свідчить постанова ВАСУ від 9 жовтня .
text_10531,"Ще у травні 2007 року фізособа звернулася до РДА із заявою про передачу їй у власність для ведення особистого лісового господарства ділянки площею 0,99 га , яка перебуває у постійному користуванні ДП «Макарівське лісове господарство» . РДА у свою чергу звернулася до ОДА із заявою про вилучення цієї ділянки у лісгоспу зі зміною її цільового призначення."
text_10532,"Отримавши у липні 2007 року позитивну відповідь, був підготовлений проект землеустрою про припинення права лісгоспу на вказану ділянку."
text_10533,"З готовим проектом землеустрою райдержадміністрація знову звернулась до ОДА , але у липні 2008 року отримала відповідь, що відповідно до урядового розпорядження (№ 610-р) від 10.04.2008 зупинено прийняття рішень про надання згоди на вилучення земельних лісових ділянок, їх передачу у власність та оренду із зміною цільового призначення. Влітку 2008-го фізособа звернулася до суду, вимагаючи зобов'язати Київську ОДА вилучити ділянку у лісгоспу і передати її до земель сільгосппризначення Гавронщинської сільради , а також зобов'язати Макарівську РДА надати їй дозвіл на приватизацію ділянки."
text_10534,Суди першої інстанції у вересні 2008 року і апеляційної інстанції у грудні 2011 року задовольнили позов фізособи.
text_10535,"Вони виходили з того, що фізособа у 2007 році вже отримала згоду Київської ОДА на розробку проекту землеустрою на ділянку, відшкодувала збитки, заподіяні лісовому господарству, та отримала висновки всіх необхідних установ до опублікування розпорядження Кабміну ."
text_10536,Та ВАСУ із такими висновками не погодився.
text_10537,"Він звернув увагу, що урядове розпорядження зобов'язувало відкликати раніше надану згоду на вилучення ділянок, їх передачу у власність та оренду із зміною цільового призначення у разі, коли органами місцевого самоврядування не прийнято відповідні рішення або коли за результатами перевірки встановлено, що такі рішення прийняті з порушенням вимог законодавства. Держпідприємство Центр комунікацій «Україна – Всесвіт» 21 лютого замовило у держпідприємства «Національний туристичний офіс» організацію та проведення заходів широкої інформаційної кампанії під час проведення міжнародної виставки ІТВ 2011 у Берліні ."
text_10538,Вартість послуг склала 1 млн грн .
text_10539,Про це повідомляється в « Віснику державних закупівель ».
text_10540,"Закупівля послуг проведена по неконкурентній процедурі «закупівля у одного учасника», оскільки розпорядником коштів є Нацагентство з підготовки Євро-2012 ."
text_10541,Виставка в Берліні пройде 9-11 березня 2011 року .
text_10542,Економваріант для бажаючих відвідати виставку коштує 299-330 євро .
text_10543,"За словами директора « Національного туристичного офісу » Олега Литвяка , німецька сторона запропонувала чотирьом містам України безкоштовну участь у експозиції, виділивши загалом 450 кв м площі."
text_10544,Разом з німецькою компанією-консультантом GTZ ведеться активна підготовка з організації стендів.
text_10545,"«Завдання полягає в тому, щоб показати місто креативно."
text_10546,"Скажімо, сьогодні обговорюється ідея в демонстраційній частині щодо Львова розмістити кав'ярню або цукерню, якими славиться місто."
text_10547,Робоча версія презентації Донецька включає зображення парку троянд.
text_10548,"Місто обрало для себе енергетичний бренд – ковану троянду, що уособлює індустріальне серце України . Київ зробить візуальний акцент на древності столиці, зважаючи на 1000-ліття від дня заснування Софії Київської , яке Україна святкує у 2011-му », – зазначив Олег Литвяк ."
text_10549,"Важливою складовою презентації, крім туристичних брендів, будуть проекти сучасної інфраструктури міст-господарів, що готуються до Євро-2012 ."
text_10550,"За словами експерта, на берлінській виставці буде представлено також новий імідж України , виконаний в стилістиці проморолика « Ввімкни Україну! »."
text_10551,"В його підготовці візьмуть участь як державні чиновники , місцева влада, так і бізнес-складова – туристичні оператори, які прийматимуть туристів з-за кордону."
text_10552,Сьогодні розробка концепції берлінської презентації перебуває на завершальній стадії.
text_10553,"Нагадаємо, раніше Нацгентство з підготовки Євро-2012 витратило не менше 10 млн грн. на виготовлення та розміщення телевізійних роликів про Україну Прокуратура підозрює директора КВП «Краматорська тепломережа» та директора ТОВ «ТД «Укрпласт» у заволодінні коштами комунального підприємства під час закупівлі труб за завищеними цінами."
text_10554,Про це свідчить ухвала Краматорського міського суду Донецької області від 13 квітня .
text_10555,"За даними слідства, у 2015 році директор комунального виробничого підприємства «Краматорська тепломережа» уклав договір про купівлю труб марки « Ізопрофлекс » по ціні 1200 грн. за один погонний метр у ТОВ «ТД «Укрпласт» , з директором якого попередньо вступив у злочинну змову."
text_10556,В матеріалах справи не вказана загальна сума закупівлі.
text_10557,"Як встановило слідство, раніше « ТД «Укрпласт » придбав труби, поставлені комунальному підприємству, у ТОВ «Полімертепло-Харків» по ціні 496 грн. за один погонний метр ."
text_10558,"При чому, ця закупівля була узгоджена з керівником « Краматорської тепломережі »."
text_10559,У подальшому незаконно отримані кошти КВП керівники двох підприємств розподілили між собою.
text_10560,"Слідство також з'ясувало, що директор « Краматорської тепломережі » та керівник « ТД «Укрпласт » є обізнані з формами та методами роботи правоохоронних органів, діяли та продовжують діяти конспіративно."
text_10561,"Суд задовольнив клопотання Краматорської місцевої прокуратури , яка розслідує кримінальне провадження № 420170513900000002 від 06.01.2017 , і наклав арешт на предмети та документи, вилучені в « ТД «Укрпласт » під час обшуку."
text_10562,"Раніше суд надав доступ до договору купівлі-продажу труб « Ізопрофлекс » та супровідної документації, які перебувають в комунальному підприємстві."
text_10563,У 2015 році директором КВП «Краматорська тепломережа» був Сергій Ісік .
text_10564,"Наразі в. о. керівника цього комунального підприємства є Сергій Вовколуп , який раніше, коли « Краматорську тепломережу » очолював Ісік , був головним інженером КВП . Директором ТОВ «ТД «Укрпласт» з 2013 року є Олександр Дяченко , засновник Раїса Придатко Суд звільнив від кримінальної відповідальності інженера , який здійснював технагляд за реконструкцією мосту через річку Вовча у Дніпропетровській області , яку проводило ТОВ «Українсько-польське підприємство з іноземними інвестиціями «УПС» ."
text_10565,Про це пише Юлія Срібная на « БюрoUA ».
text_10566,У 2012 році Управління комунального господарства та будівництва Павлоградської міськради уклало договір на реконструкцію мосту з підприємством « УПС ».
text_10567,"Вартість договору склала 32,41 млн грн ."
text_10568,У 2014 році директор фірми « УПС » Тарас Палій вніс завідомо недостовірні відомості в акти виконаних робіт.
text_10569,"Обвинувачений інженер Євген Курілех з метою отримання неправомірної вигоди підписав ці акти, на підставі чого « УПС » отримав бюджетні кошти."
text_10570,Різниця між зазначеними в документах і фактичними об'ємом та вартістю матеріалів складає понад 145 тис грн .
text_10571,"Обвинувачений клопотав про звільнення його від кримінальної відповідальності у зв'язку з розкаяння, тому що він притягується до кримінальної відповідальності вперше, сприяв розкриттю злочину, свою вину визнав. Прокурор це клопотання підтримав і суд його задовольнив. 2 жовтня 2015 р. суд аналогічно звільнив від кримінальної відповідальності директора фірми « УПС » Тараса Палія ."
text_10572,Раніше Палію інкримінували привласнення більшої суми – 1 млн грн .
text_10573,"Ще у 2015 році було закрито кримінальну справу проти Тараса Палія і екс-начальника Департаменту комунального господарства і капбудівництва Дніпропетровської міськради Володимира Лисого . Власником фірми « УПС » до кінця минулого року був її директор Тарас Палій , син екс-начальника ДП «Дніпропетровський облавтодор» ."
text_10574,"Як повідомляли раніше « Наші гроші », з 24 грудня 2015 р. , після закриття кримінальних справ, половина фірми « УПС » оформлена на словацьку компанію « Ароґраф »."
text_10575,"Її власницею є Ірина Гуназа , відома як представник партії « Україна майбутнього » Святослава Олійника , екс-замгубернатора Ігоря Коломойського ."
text_10576,Свого часу саме Олійник піарився на темі «відкатів» на тендерах департаменту капбудівництва Дніпропетровської міськради .
text_10577,"Найбільшим підрядником департаменту було підприємство « УПС ». Олійник тоді пообіцяв «відмити» підрядників і запустити їх на нові чесні тендери. Суд стягнув з ТОВ «Укрістгаз» на користь Державного підприємства «Полтавське управління геофізичних робіт» 1,32 млн грн. боргу."
text_10578,Про це свідчить рішення Господарського суду міста Києва від 17 грудня .
text_10579,У січні 2013 року ТОВ «Укрістгаз» найняло держпідприємство виконати промислово-геофізичні та прострільно-вибухові роботи в Краснозаярській свердловині .
text_10580,« Полтавське управління геофізичних робіт » виконало умови договору у серпні-жовтні 2013 року .
text_10581,"« Укрістгаз » підписав акти здачі-приймання виконаних робіт на загальну суму 1,84 млн грн ."
text_10582,"При цьому оплату фірма провела частково, перерахувавши держпідприємству лише 518 тис грн ."
text_10583,"« Полтавське управління геофізичних робіт » кілька разів надсилало фірмі претензії з вимогою виплатити 1,32 млн грн. боргу, які були залишені без задоволення."
text_10584,Цей борг держпідприємство стягнуло з « Укрістгазу » в судовому порядку. Засновником ДП «Полтавське управління геофізичних робіт» є Міністерство палива та енергетики України . Засновником київського ТОВ «Укрістгаз» є австрійська компанія « Ітонс Холдинг ГМБХ ».
text_10585,"Компанію « Укрістгаз », яка у 2012 році купила Харківську ТЕЦ-5 , пов'язували з оточенням Юрія Бойка та Дмитра Фірташа . Керівником « Укрістгазу » є Володимир Крупко ."
text_10586,"Він також очолював вже ліквідоване ЗАТ «Укрнадрасервіс» , що у 2008 році увійшло до списку активів угорського трейдера « Emfesz » Дмитра Фірташа . Володимир Крупко є сином екс-міністра Кабінету міністрів Петра Крупка , що працював в обох урядах Тимошенко ."
text_10587,Також Крупко раніше працював на керівних посадах міжнародного відділу « Нафтогазу ».
text_10588,"За даними « Української правди », Володимир Крупко був одним із «щасливчиків», які безкоштовно отримали від держави 25 соток у селі Лісники ."
text_10589,"Йдеться про землю Чернечого лісу , що знаходиться одразу за Змієвими валами у Києво-Святошинському районі ДП «Одеська залізниця» 3 квітня за результатами тендеру уклало угоду з ТОВ «ТД Юнівест» на постачання топкового мазуту на суму 12,37 млн грн ."
text_10590,Про це повідомляється в « Віснику державних закупівель ».
text_10591,"Придбано 1800 тон мазуту по 6870 грн. на умовах DDP Інкотермс 2010 (ст. Гайворон , Шевченко , Херсон , Знам'янка , Помічна )."
text_10592,"В тендері брали участь шість компаній, чотири з яких пропонували мазут дешевше від « ТД Юнівест »."
text_10593,Однак всі дешевші пропозиції були відхилені.
text_10594,"Компанії « ГТС-оіл » та « ТД «Нафтопостач» , пов'язані з донецьким бізнес-угрупуванням « Вік-ойл », замість копій виписок з ЄДРЮО надали копії витягів з цього ж реєстру."
text_10595,"Компанії також надали дилерські листи від ТОВ «Російсько- Українське НВП «Агрінол» ( Бердянськ , Заопрізька обл. ), в яких не було зазначено відповідальність виробника щодо якості продукції. Минулого року ці фірми поставляли « Укрзалізниці » мазут по 5,6 тис грн. , що майже на 1,5 тис грн. дешевше, ніж цьому тендері « Одеської залізниці »."
text_10596,"Донецьке ТОВ «Дарц сервіс» не надало зразки документів, що підтверджують якість продукції від виробника ТОВ «Юніоіл» ( Донецьк ). ТОВ «Екологія» , яке також пропонувало продукцію донецького « Юніоілу », не надало цілий пакет документів, необхідних для участі в тендері."
text_10597,Зрештою до участі в тендері було допущено лише ТОВ «ТД Юнівест» та ТОВ «Юнайтед Груп» .
text_10598,Обидві компанії зареєстровані в Києві в 2010 році .
text_10599,"Початкова адреса реєстрація в обох фірм була в сусідніх будинках на вул. Срібнокільський, 3б та 3в ."
text_10600,"Засновниками київських фірм є латвійські компанії « СРС трейдінг » та « Альфа Трейдинг » відповідно, які зареєстровані за однією адресою в Ризі по вул. Дарзауглю, 1-А. Із 64 депутатів Львівської міськради десятеро не задекларували внески до статутних капіталів фірм – своїх чи родини, а також дев'ятеро – приховали якесь майно."
text_10601,"Про це йдеться в дослідженні « Наших грошей. Львів », які перевірила декларації депутатів ЛМР за 2015 рік ."
text_10602,"Статутні внески найбільшого розміру не задекларували депутати від БПП Григорій Козловський ( 10,6 млн грн ), від « Громадянської позиції » Ірина Сердюк ( 6,2 млн грн ) та від « Самопомочі » Ігор Корончевський ( 1,6 млн грн )."
text_10603,"Серед осіб, які приховали свій бізнес – депутат від БПП Петро Адамик , який не задекларував статутних внесків на загальну суму 414 тис. грн , а також «укропівець» Ігор Зінкевич , котрий виявився учасником вінницького ТОВ «Вандем» ."
text_10604,Мати останнього має частку у розмірі 20% у львівському ТОВ «Фаворит-плюс» .
text_10605,Решту депутатів не задекларували бізнес членів сім'ї.
text_10606,"Це, зокрема, «свободівці» Андріян Гутник (підприємства дружини ТОВ «Світ водних розваг» та ТОВ «ПП Волошин» ) та Андрій Рікота (фірма дружини ПП «Центр міжнародної співпраці» ), депутати від БПП Віталій Свіщов (фірма матері ПП «Перспективні технології захід» ) та Іван Рудницький (компанія дружини ТОВ «Зоряний водопад» ). Депутат від « Самопомочі » Роман Федишин задекларував власні внески до статутних фондів фірм, однак забув про сімейне ПП «Холдінвестгруп» , де станом на кінець 2015 року дружина Наталія , син Іван та батько Степан мали внески розмірами 40 тис. грн , 18 тис. грн та 20 тис. грн відповідно."
text_10607,"Серед депутатів , котрі забули задекларувати майно, депутати від « Самопомочі » – Олег Василишин , Андрій Дворакевич та Богданна Зубрицька , від « Народного контролю » – Валерій Веремчук та Віталій Свінціцький , від БПП – Роман Грицевич , від « Громадянської позиції » – Назар Палідович та від « Свободи » – Андрій Рікота Вищий господарський суд України відмовився скасовувати договір купівлі-продажу нежитлових приміщень, розташованих на вул. Хрещатик, 30 (на час приватизації вул. Хрещатик, 30-А ) у Києві ."
text_10608,Про це свідчить постанова суду від 12 серпня .
text_10609,"Ці приміщення загальною площею 432,5 кв м Київрада у 2007 році включила до списку об'єктів, що підлягають приватизації."
text_10610,"І вже у січні 2008-го продала їх ТОВ «Інвестиційно – консультаційна компанія «Гаєр» . Прокуратура Києва у 2012 році провела перевірку законності цієї приватизації, після якої звернулася до суду з вимогою скасувати рішення Київради і укладений на його основі договір купівлі-продажу."
text_10611,Суди перших двох інстанцій позов прокуратури задовольнили.
text_10612,"Вони мотивували своє рішення тим, що у період з 23.02.2005 по 17.10.2008 діяла заборона приватизації пам'яток культурної спадщини."
text_10613,"А продана будівля – це будинок Міністерства енергетики і електрифікації 1953 року побудови, яка включена до переліку пам'яток історії та культури."
text_10614,"Однак, ВГСУ ці постанови скасував, прийнявши нове рішення про відмову в задоволенні позову прокуратури."
text_10615,"Він послався на пропуск позовної давності. ВГСУ вказав, що прокуратура ще у 2007 році знала про існування рішення Київради і майбутній договір купівлі-продажу і не мала жодних перешкод для проведення перевірки в межах трирічного строку позовної давності. ТОВ «ІКК «Гаєр» на час розгляду цієї справи в суді вже було ліквідоване."
text_10616,"Проти позову прокуратури разом із Київрадою заперечувало ТОВ «Пропріо-К» , яке, очевидно, є нинішнім власником будівлі на Хрещатику, 30 ."
text_10617,"Власником і директором столичної фірми « ІКК «Гаєр» був Володимир Глазков . Засновником « Пропріо-К » є ТОВ «Паладіс» і ТОВ «Юридичний центр «Еквітас» з групи братів Вячеслава та Олександра Супруненків . В'ячеслав Супруненко – депутат Київради , був одружений із дочкою екс-мера Києва Леоніда Чернівецького . Олександр Супруненко був народним депутатом від Партії регіонів у 2007-2012 роках На сайті « Брокбізнесбанку » оприлюднено дані про власників 58,82% акцій банку."
text_10618,"Серед них є попередні власники банку Сергій та Олександр Буряки (по 9,40% ), а також чотири фірми, чиїми кінцевими власниками є мешканці Харківської області ."
text_10619,"Кому належить ще 41,28% акцій – невідомо."
text_10620,Про це повідомляється в дослідженні « Наших Грошей ».
text_10621,"Чотири фірми мають по 9,98% акцій « Брокбізнесбанку »."
text_10622,"Це ТОВ «Айнам» , ТОВ «Хіган» , ТОВ «Алконост» і ТОВ «Амадіна» ."
text_10623,"По 0,00006% у кожній з цих фірм мають фізичні особи, решту статутних капіталів цих фірм у розмірі 1,71 млрд грн. зареєстровано на ТОВ «Вікторі дей» , ТОВ «Мірта Стейт» , ОВ «Гуд продакт трейд» і ТОВ «Промлайн союз» відповідно."
text_10624,"Ці фірми зі статутними капіталами 1 тис грн. зареєстровані у багатоквартирних будинках Києва по по вул. Ірпінська, 64 і Донецька, 7 ."
text_10625,"Їх засновниками є мешканці Харківської області Світлана Квіткова (« Вікторі трейд »), Вікторія Рижило (« Мірта стейт »), Ігор Фарбєєв (« Гуд продакт трейд ») і Наталія Яценко (« Промлайн союз »)."
text_10626,"Нагадаємо, минулого року заступник голови наглядової ради групи компаній СЄПЕК Борис Тімонькін повідомив про придбання близько 40% акцій банку у братів Буряків ."
text_10627,"« СЄПЕК належить близько 40% акцій банку, братам Бурякам — 20% , ще чотири акціонери мають близько 10% кожен."
text_10628,"Це незалежні фінансові інвестори, не пов'язані з групою», – сказав Тімонькін ."
text_10629,"Наглядову раду Східно-Європейської паливно-енергетичної групи очолює Сергій Курченко . 13 лютого стало відомо, що Нацбанк виділив « Брокбізнесбанку » 2 млрд грн. під 6,5% для стабілізації ситуації у банку, який зіштовхнувся із масовим відтоком клієнтів. ДТГО «Південно-Західна залізниця» 25 січня уклало угоду з швейцарською юридичною компанією « Lalive » на представництво в міжнародних судах у зв'язку з позовом турецької компанії « Dogus Insaat ve Ticaret AS »."
text_10630,"Вартість угоди склала $2,90 млн ."
text_10631,Про це повідомляється в « Віснику державних закупівель ».
text_10632,Ця угода є вже другою з швейцарською фірмою у зв'язку з цим позовом.
text_10633,Турецька компанія два роки тому звернулась з позовом до Міжнародного арбітражного суду про стягнення заборгованості по договору підряду на виконання будівельних робіт по так званому « мосту Кирпи » через Дніпро в Києві .
text_10634,Угоду з залізницею на будівництво прогонових споруд № 13-17 було укладено в листопаді 2004 року .
text_10635,"На початку 2011 року Південно-Західна залізниця за $2,53 млн. найняла юристів « Lalive » для представництва своїх інтересів по цій справі."
text_10636,"В квітні 2012 року Вищий господарський суд України визнав недійсною угоду №1 до договору підряду, після чого Південно-Західна залізниця звернулася до компанії « DOGUS Insaat ve Ticaret AS » з вимогою про відшкодування коштів у розмірі $24,98 млн ."
text_10637,"Відтак обсяг юридичних послуг юридичної фірми « Lalive » як радника Південно-Західної залізниці збільшився, що і потребувало збільшення гонорару. ПЗЗ також відмічає, що «заміна представника є недоцільною, оскільки юридична компанія « Lalive » показала досить позитивні результаті у даному процесі та дає можливість більш ефективніше вирішити даний спір ніж залучення іншого представника для захисту прав та інтересів Південно-Західної залізниці ». Залізничники вважають, що заміна юридичного радника або його відсутність у процесі загрожує програшем у справі."
text_10638,"Що в свою чергу «може мати суттєвий негативний вплив як на діяльність Південно-Західної залізниці , так і інших державних установ і підприємств, і держави Україна в цілому». ДП «Укрзалізничпостач» з 16 вересня по 4 жовтня за результатами тендерів уклало угоди на придбання товарів на 168,94 млн грн ."
text_10639,Про це повідомляється в « Віснику державних закупівель ».
text_10640,"Найбільші підряди отримали ПАТ «Дніпропетровський стрілочний завод» ( 94,23 млн грн. ), ТОВ «Донбаське промислово-транспортне підприємство» ( 31,77 млн грн. ), ТОВ «Стейс» ( 11,54 млн грн. ) та ТОВ «Юніонсервіс» ( 9,19 млн грн. )."
text_10641,"Основними акціонерами « Дніпропетровського стрілочного заводу » є Загід Краснов , Ігор Левін та Сергій Тараненко , які сукупно володіють 53% акцій компанії."
text_10642,« Донбаське промислово-транспортне підприємство » входить в групу Ріната Ахметова .
text_10643,Ці компанії постачають « Укрзалізниці » стрілочні переводи.
text_10644,У « Стейсу » придбано кабелі різних марок.
text_10645,При цьому окремі види придбано значно дорожче від ринкових цін.
text_10646,"Наприклад, силовий кабель АВВГуз 3х50+1х35 придбано по 52,40 грн. / м, тоді як у відкритих джерелах його ціна становить 23,15 грн ."
text_10647,"Кабель ВВГнгд 5х35 придбано по 216,85 грн. / м, а можна було по 155,29 грн. / м. Засновником фірми « Стейс » нині є Люся Гордич з села Гоголів Київської обл . Раніше засновником « Стейсу » була Світлана Карплюк ."
